46:26.5,-0.048,-0.2,0.011,0.206,7,0x01,1
46:26.6,-0.052,-0.2,0.007,0.2068,7,0x01,1
46:26.7,-0.051,-0.199,0.017,0.2061,7,0x01,1
46:26.8,-0.051,-0.201,0.013,0.2078,7,0x01,1
46:26.9,-0.054,-0.197,0.005,0.2043,7,0x01,1
46:27.0,-0.056,-0.203,0,0.2106,7,0x01,1
46:27.1,-0.051,-0.201,0.001,0.2074,7,0x01,3
46:27.2,-0.06,-0.198,-0.001,0.2069,7,0x01,3
46:27.3,-0.046,-0.208,0.01,0.2133,7,0x01,3
46:27.4,-0.054,-0.209,-0.003,0.2159,7,0x01,3
46:27.5,-0.049,-0.207,0.003,0.2127,7,0x01,3
46:27.6,-0.051,-0.203,0.009,0.2095,7,0x01,3
46:27.7,-0.048,-0.207,0.008,0.2126,7,0x01,3
46:27.8,-0.052,-0.202,0.001,0.2086,7,0x01,3
46:27.9,-0.05,-0.202,0.016,0.2087,7,0x01,3
46:28.0,-0.054,-0.202,0.015,0.2096,7,0x01,3
46:28.1,-0.052,-0.205,0.016,0.2121,7,0x01,1
46:28.2,-0.051,-0.202,0.011,0.2086,7,0x01,1
46:28.3,-0.052,-0.197,0.018,0.2045,7,0x01,1
46:28.4,-0.059,-0.196,-0.001,0.2047,7,0x01,1
46:28.5,-0.055,-0.201,0.001,0.2084,7,0x01,1
46:28.6,-0.058,-0.203,0.001,0.2111,7,0x01,1
46:28.7,-0.06,-0.202,-0.001,0.2107,7,0x01,1
46:28.8,-0.054,-0.206,-0.002,0.213,7,0x01,1
46:28.9,-0.057,-0.206,-0.001,0.2137,7,0x01,1
46:29.0,-0.055,-0.205,0,0.2122,7,0x01,1
46:29.1,-0.062,-0.202,0.007,0.2114,7,0x01,1
46:29.2,-0.057,-0.2,0.006,0.2081,7,0x01,1
46:29.3,-0.062,-0.199,0.005,0.2085,7,0x01,1
46:29.4,-0.058,-0.203,-0.006,0.2112,7,0x01,1
46:29.5,-0.064,-0.204,-0.027,0.2155,7,0x01,1
46:29.6,-0.059,-0.202,-0.019,0.2113,7,0x01,1
46:29.7,-0.057,-0.196,0.007,0.2042,7,0x01,1
46:29.8,-0.058,-0.198,0.007,0.2064,7,0x01,1
46:29.9,-0.051,-0.206,0.012,0.2126,7,0x01,1
46:30.0,-0.053,-0.202,0.013,0.2092,7,0x01,1
46:30.1,-0.055,-0.199,0.021,0.2075,7,0x01,4
46:30.2,-0.053,-0.201,0.017,0.2086,7,0x01,4
46:30.3,-0.058,-0.197,-0.004,0.2054,7,0x01,4
46:30.4,-0.052,-0.202,0.011,0.2089,7,0x01,4
46:30.5,-0.049,-0.2,0.008,0.2061,7,0x01,4
46:30.6,-0.051,-0.199,0.022,0.2066,7,0x01,4
46:30.7,-0.058,-0.197,0.011,0.2057,7,0x01,4
46:30.8,-0.045,-0.201,0.02,0.2069,7,0x01,4
46:30.9,-0.054,-0.197,0.015,0.2048,7,0x01,4
46:31.0,-0.048,-0.196,0.016,0.2024,7,0x01,4
46:31.1,-0.049,-0.2,0.011,0.2062,7,0x01,4
46:31.2,-0.05,-0.203,0.009,0.2093,7,0x01,4
46:31.3,-0.059,-0.196,-0.008,0.2048,7,0x01,4
46:31.4,-0.054,-0.198,0,0.2052,7,0x01,4
46:31.5,-0.05,-0.204,0.012,0.2104,7,0x01,4
46:31.6,-0.053,-0.205,0.009,0.2119,7,0x01,4
46:31.7,-0.052,-0.206,0.009,0.2127,7,0x01,4
46:31.8,-0.056,-0.203,-0.013,0.211,7,0x01,4
46:31.9,-0.059,-0.207,-0.02,0.2162,7,0x01,4
46:32.0,-0.056,-0.203,0.005,0.2106,7,0x01,4
46:32.1,-0.062,-0.201,-0.012,0.2107,7,0x01,2
46:32.2,-0.062,-0.203,-0.009,0.2124,7,0x01,2
46:32.3,-0.063,-0.2,0.007,0.2098,7,0x01,2
46:32.4,-0.059,-0.198,0.005,0.2067,7,0x01,2
46:32.5,-0.06,-0.199,0.001,0.2079,7,0x01,2
46:32.6,-0.06,-0.197,-0.005,0.206,7,0x01,2
46:32.7,-0.058,-0.202,0.002,0.2102,7,0x01,2
46:32.8,-0.06,-0.198,0.003,0.2069,7,0x01,2
46:32.9,-0.057,-0.198,0.016,0.2067,7,0x01,2
46:33.0,-0.053,-0.196,0.024,0.2045,8,0x01,2
46:33.2,-0.064,-0.196,0.007,0.2063,7,0x01,1
46:33.3,-0.062,-0.196,0.01,0.2058,7,0x01,1
46:33.4,-0.057,-0.192,0.02,0.2013,7,0x01,1
46:33.5,-0.06,-0.196,0.007,0.2051,7,0x01,1
46:33.6,-0.054,-0.199,0.023,0.2075,7,0x01,1
46:33.7,-0.065,-0.196,0,0.2065,7,0x01,1
46:33.8,-0.055,-0.202,0.012,0.2097,7,0x01,1
46:33.9,-0.054,-0.199,0,0.2062,7,0x01,1
46:34.0,-0.053,-0.2,0.007,0.207,7,0x01,1
46:34.1,-0.062,-0.201,-0.008,0.2105,7,0x01,1
46:34.2,-0.063,-0.201,-0.012,0.211,7,0x01,1
46:34.3,-0.059,-0.198,-0.011,0.2069,7,0x01,1
46:34.4,-0.05,-0.204,-0.01,0.2103,7,0x01,1
46:34.5,-0.061,-0.2,0.011,0.2094,7,0x01,1
46:34.6,-0.064,-0.197,0.004,0.2072,7,0x01,1
46:34.7,-0.061,-0.198,0.006,0.2073,7,0x01,1
46:34.8,-0.065,-0.196,-0.004,0.2065,7,0x01,1
46:34.9,-0.064,-0.192,0.009,0.2026,7,0x01,1
46:35.0,-0.054,-0.2,0.003,0.2072,7,0x01,2
46:35.1,-0.053,-0.2,0.003,0.2069,7,0x01,2
46:35.2,-0.051,-0.199,0.023,0.2067,7,0x01,2
46:35.3,-0.056,-0.199,0.01,0.207,7,0x01,2
46:35.4,-0.058,-0.197,0.009,0.2056,7,0x01,2
46:35.5,-0.055,-0.2,0.017,0.2081,7,0x01,2
46:35.6,-0.061,-0.195,0.001,0.2043,7,0x01,2
46:35.7,-0.062,-0.197,0.002,0.2065,7,0x01,2
46:35.8,-0.059,-0.2,-0.01,0.2088,7,0x01,2
46:35.9,-0.058,-0.204,-0.013,0.2125,7,0x01,2
7/30/2015 17:46,-0.054,-0.203,0.001,0.2101,7,0x01,2
46:36.1,-0.052,-0.202,0.014,0.2091,7,0x01,1
46:36.2,-0.059,-0.199,0.006,0.2076,7,0x01,1
46:36.3,-0.056,-0.195,0.007,0.203,7,0x01,1
46:36.4,-0.064,-0.19,-0.01,0.2007,7,0x01,1
46:36.5,-0.056,-0.199,0.008,0.2069,7,0x01,1
46:36.6,-0.056,-0.192,0.018,0.2008,7,0x01,1
46:36.7,-0.059,-0.195,-0.001,0.2037,7,0x01,1
46:36.8,-0.062,-0.195,0.005,0.2047,7,0x01,1
46:36.9,-0.066,-0.194,0.001,0.2049,7,0x01,1
7/30/2015 17:46,-0.07,-0.196,-0.019,0.209,7,0x01,3
46:37.1,-0.067,-0.197,-0.008,0.2082,7,0x01,3
46:37.2,-0.057,-0.195,0.009,0.2034,7,0x01,3
46:37.3,-0.053,-0.199,0.005,0.206,7,0x01,3
46:37.4,-0.067,-0.192,0.001,0.2034,7,0x01,3
46:37.5,-0.059,-0.2,0.002,0.2085,7,0x01,3
46:37.6,-0.064,-0.198,0.007,0.2082,7,0x01,3
46:37.7,-0.059,-0.201,-0.002,0.2095,7,0x01,3
46:37.8,-0.056,-0.197,0.008,0.205,7,0x01,3
46:37.9,-0.056,-0.199,0.013,0.2071,7,0x01,3
46:38.0,-0.052,-0.197,0.019,0.2046,7,0x01,3
46:38.1,-0.052,-0.204,-0.005,0.2106,7,0x01,4
46:38.2,-0.055,-0.201,-0.008,0.2085,7,0x01,4
46:38.3,-0.056,-0.201,-0.008,0.2088,7,0x01,4
46:38.4,-0.051,-0.2,-0.003,0.2064,7,0x01,4
46:38.5,-0.058,-0.199,0.016,0.2079,7,0x01,4
46:38.6,-0.051,-0.204,0.009,0.2105,7,0x01,4
46:38.7,-0.049,-0.203,0.012,0.2092,7,0x01,4
46:38.8,-0.057,-0.195,0.009,0.2034,7,0x01,4
46:38.9,-0.055,-0.194,0.001,0.2016,7,0x01,4
46:39.0,-0.058,-0.195,-0.008,0.2036,7,0x01,4
46:39.1,-0.057,-0.196,0.003,0.2041,7,0x01,2
46:39.2,-0.053,-0.194,0.01,0.2014,7,0x01,2
46:39.3,-0.058,-0.197,-0.003,0.2054,7,0x01,2
46:39.4,-0.059,-0.196,0.001,0.2047,9,0x01,2
46:39.5,-0.056,-0.195,0.012,0.2032,9,0x01,2
46:39.6,-0.046,-0.197,0.022,0.2035,9,0x01,2
46:39.7,-0.047,-0.198,0.014,0.204,9,0x01,2
46:39.8,-0.055,-0.19,0.018,0.1986,9,0x01,2
46:39.9,-0.057,-0.193,0.02,0.2022,9,0x01,2
46:40.0,-0.054,-0.199,0,0.2062,7,0x01,2
46:40.1,-0.055,-0.203,-0.004,0.2104,7,0x01,1
46:40.2,-0.052,-0.203,0.003,0.2096,7,0x01,1
46:40.3,-0.056,-0.202,-0.001,0.2096,7,0x01,1
46:40.4,-0.055,-0.202,-0.003,0.2094,7,0x01,1
46:40.5,-0.057,-0.203,-0.003,0.2109,7,0x01,1
46:40.6,-0.059,-0.199,-0.001,0.2076,7,0x01,1
46:40.7,-0.054,-0.201,0.003,0.2081,7,0x01,1
46:40.8,-0.055,-0.196,0,0.2036,7,0x01,1
46:40.9,-0.058,-0.196,-0.012,0.2048,7,0x01,1
46:41.0,-0.057,-0.204,-0.013,0.2122,7,0x01,1
46:41.1,-0.057,-0.206,-0.008,0.2139,7,0x01,6
46:41.2,-0.053,-0.206,0.006,0.2128,7,0x01,6
46:41.3,-0.055,-0.201,0.004,0.2084,7,0x01,6
46:41.4,-0.056,-0.204,-0.01,0.2118,7,0x01,6
46:41.5,-0.055,-0.206,-0.003,0.2132,7,0x01,6
46:41.6,-0.06,-0.204,-0.004,0.2127,7,0x01,6
46:41.7,-0.056,-0.204,0.005,0.2116,7,0x01,6
46:41.8,-0.054,-0.203,0.017,0.2107,7,0x01,6
46:41.9,-0.054,-0.203,0.017,0.2107,7,0x01,6
46:42.0,-0.058,-0.204,-0.014,0.2125,7,0x01,6
46:42.1,-0.061,-0.199,0.003,0.2082,7,0x01,3
46:42.2,-0.064,-0.19,-0.002,0.2005,7,0x01,3
46:42.3,-0.062,-0.203,-0.012,0.2126,7,0x01,3
46:42.4,-0.062,-0.199,-0.006,0.2085,7,0x01,3
46:42.5,-0.055,-0.198,0.017,0.2062,7,0x01,3
46:42.6,-0.051,-0.195,0.033,0.2042,8,0x01,3
46:42.7,-0.052,-0.201,0.013,0.208,8,0x01,3
46:42.8,-0.056,-0.201,0.014,0.2091,8,0x01,3
46:42.9,-0.056,-0.202,0.011,0.2099,8,0x01,3
46:43.0,-0.049,-0.205,0.026,0.2124,8,0x01,3
46:43.1,-0.051,-0.2,0.023,0.2077,8,0x01,1
46:43.2,-0.051,-0.198,0.029,0.2065,8,0x01,1
46:43.3,-0.051,-0.195,0.035,0.2046,8,0x01,1
46:43.4,-0.048,-0.194,0.037,0.2032,8,0x01,1
46:43.5,-0.049,-0.195,0.04,0.205,8,0x01,1
46:43.6,-0.057,-0.2,0.016,0.2086,8,0x01,1
46:43.8,-0.059,-0.203,0.005,0.2115,7,0x01,1
46:43.9,-0.048,-0.206,0.01,0.2118,7,0x01,1
7/30/2015 17:46,-0.051,-0.206,-0.007,0.2123,7,0x01,1
46:44.1,-0.04,-0.205,0.033,0.2115,7,0x01,1
46:44.2,-0.04,-0.205,0.026,0.2105,7,0x01,1
46:44.3,-0.051,-0.206,0.008,0.2124,7,0x01,1
46:44.4,-0.049,-0.205,0.008,0.2109,7,0x01,1
46:44.5,-0.05,-0.202,0.008,0.2082,7,0x01,1
46:44.6,-0.047,-0.208,0.014,0.2137,7,0x01,1
46:44.7,-0.053,-0.212,-0.002,0.2185,7,0x01,1
46:44.8,-0.052,-0.213,-0.002,0.2193,7,0x01,1
46:44.9,-0.056,-0.211,-0.007,0.2184,7,0x01,1
46:45.0,-0.055,-0.203,0.009,0.2105,7,0x01,1
46:45.1,-0.049,-0.212,-0.001,0.2176,7,0x01,3
46:45.2,-0.048,-0.208,0.011,0.2137,7,0x01,3
46:45.3,-0.05,-0.208,-0.002,0.2139,7,0x01,3
46:45.4,-0.056,-0.206,-0.004,0.2135,7,0x01,3
46:45.5,-0.051,-0.207,0.007,0.2133,7,0x01,3
46:45.6,-0.051,-0.204,0.007,0.2104,7,0x01,3
46:45.7,-0.05,-0.197,0.014,0.2037,7,0x01,3
46:45.8,-0.048,-0.197,0.016,0.2034,7,0x01,3
46:45.9,-0.056,-0.2,0.011,0.208,7,0x01,3
7/30/2015 17:46,-0.051,-0.201,0.017,0.2081,7,0x01,3
46:46.1,-0.04,-0.205,0.024,0.2102,7,0x01,1
46:46.2,-0.047,-0.204,0.015,0.2099,7,0x01,1
46:46.3,-0.042,-0.205,0.021,0.2103,7,0x01,1
46:46.4,-0.041,-0.202,0.029,0.2081,7,0x01,1
46:46.5,-0.046,-0.202,0.025,0.2087,7,0x01,1
46:46.6,-0.053,-0.202,0.009,0.209,7,0x01,1
46:46.7,-0.051,-0.205,-0.012,0.2116,7,0x01,1
46:46.8,-0.051,-0.202,0.001,0.2083,7,0x01,1
46:46.9,-0.048,-0.202,0.009,0.2078,7,0x01,1
46:47.0,-0.055,-0.204,0.01,0.2115,7,0x01,1
46:47.1,-0.056,-0.197,0.007,0.2049,7,0x01,3
46:47.2,-0.045,-0.207,0.014,0.2123,7,0x01,3
46:47.3,-0.053,-0.206,0.008,0.2129,7,0x01,3
46:47.4,-0.053,-0.207,-0.003,0.2137,7,0x01,3
46:47.5,-0.051,-0.208,0.001,0.2142,7,0x01,3
46:47.6,-0.055,-0.204,0.002,0.2113,7,0x01,3
46:47.7,-0.055,-0.208,-0.001,0.2152,7,0x01,3
46:47.8,-0.059,-0.209,-0.019,0.218,7,0x01,3
46:47.9,-0.05,-0.205,0.004,0.211,7,0x01,3
7/30/2015 17:46,-0.052,-0.203,0.008,0.2097,7,0x01,3
46:48.1,-0.055,-0.204,0.012,0.2116,7,0x01,3
46:48.2,-0.054,-0.206,0.002,0.213,7,0x01,3
46:48.3,-0.041,-0.205,0.018,0.2098,7,0x01,3
46:48.4,-0.049,-0.206,0.008,0.2119,7,0x01,3
46:48.5,-0.05,-0.207,0.019,0.2138,7,0x01,3
46:48.6,-0.051,-0.201,0.019,0.2082,7,0x01,3
46:48.7,-0.044,-0.207,0.019,0.2125,7,0x01,3
46:48.8,-0.043,-0.203,0.03,0.2097,7,0x01,3
46:48.9,-0.049,-0.204,0.015,0.2103,7,0x01,3
7/30/2015 17:46,-0.046,-0.204,0.018,0.2099,7,0x01,1
46:49.1,-0.043,-0.202,0.026,0.2082,7,0x01,1
46:49.2,-0.051,-0.202,0.016,0.209,7,0x01,1
46:49.3,-0.052,-0.202,0.022,0.2097,7,0x01,1
46:49.4,-0.046,-0.205,0.021,0.2111,7,0x01,1
46:49.5,-0.056,-0.203,-0.004,0.2106,7,0x01,1
46:49.6,-0.053,-0.207,0,0.2137,7,0x01,1
46:49.7,-0.048,-0.203,0.017,0.2093,7,0x01,1
46:49.8,-0.052,-0.206,-0.004,0.2125,7,0x01,1
46:49.9,-0.048,-0.203,0.015,0.2091,7,0x01,1
46:50.0,-0.053,-0.205,0.001,0.2117,7,0x01,1
46:50.1,-0.058,-0.203,-0.003,0.2111,7,0x01,1
46:50.2,-0.047,-0.204,0.024,0.2107,7,0x01,1
46:50.3,-0.041,-0.201,0.038,0.2086,7,0x01,1
46:50.4,-0.04,-0.201,0.043,0.2094,7,0x01,1
46:50.5,-0.048,-0.207,0.012,0.2128,7,0x01,1
46:50.6,-0.053,-0.204,0.003,0.2108,7,0x01,1
46:50.7,-0.055,-0.204,0.005,0.2113,7,0x01,1
46:50.8,-0.056,-0.202,-0.004,0.2097,7,0x01,1
46:50.9,-0.054,-0.207,-0.006,0.214,7,0x01,1
46:51.0,-0.049,-0.203,0.027,0.2106,7,0x01,1
46:51.1,-0.049,-0.202,0.03,0.21,7,0x01,1
46:51.2,-0.049,-0.202,0.024,0.2092,7,0x01,1
46:51.3,-0.047,-0.202,0.016,0.208,7,0x01,1
46:51.4,-0.05,-0.204,0.014,0.2105,7,0x01,1
46:51.5,-0.049,-0.204,0.016,0.2104,7,0x01,1
46:51.6,-0.046,-0.205,0.024,0.2115,7,0x01,1
46:51.7,-0.047,-0.203,0.022,0.2095,7,0x01,1
46:51.8,-0.05,-0.2,0.012,0.2065,7,0x01,1
46:51.9,-0.049,-0.198,0.032,0.2065,7,0x01,1
46:52.0,-0.048,-0.201,0.021,0.2077,7,0x01,1
46:52.1,-0.048,-0.201,0.027,0.2084,7,0x01,3
46:52.2,-0.054,-0.203,0.015,0.2106,7,0x01,3
46:52.3,-0.051,-0.205,0.01,0.2115,7,0x01,3
46:52.4,-0.053,-0.206,0.017,0.2134,7,0x01,3
46:52.5,-0.054,-0.21,0.008,0.217,7,0x01,3
46:52.6,-0.06,-0.209,-0.002,0.2175,7,0x01,3
46:52.7,-0.057,-0.207,0.015,0.2152,7,0x01,3
46:52.8,-0.055,-0.21,0.003,0.2171,7,0x01,3
46:52.9,-0.058,-0.206,0.002,0.214,7,0x01,3
46:53.0,-0.049,-0.211,0.019,0.2174,7,0x01,3
46:53.1,-0.054,-0.207,0.02,0.2149,7,0x01,3
46:53.2,-0.048,-0.208,0.02,0.2144,7,0x01,3
46:53.3,-0.05,-0.207,0.018,0.2137,7,0x01,3
46:53.4,-0.04,-0.205,0.04,0.2127,7,0x01,3
46:53.5,-0.042,-0.205,0.038,0.2127,7,0x01,3
46:53.6,-0.046,-0.203,0.031,0.2104,7,0x01,3
46:53.7,-0.047,-0.202,0.03,0.2096,7,0x01,3
46:53.8,-0.054,-0.202,0.012,0.2094,7,0x01,3
46:53.9,-0.05,-0.204,-0.004,0.2101,7,0x01,3
7/30/2015 17:46,-0.051,-0.204,0.002,0.2103,7,0x01,6
46:54.1,-0.052,-0.206,0.028,0.2143,7,0x01,6
46:54.2,-0.053,-0.204,0.028,0.2126,7,0x01,6
46:54.3,-0.049,-0.203,0.027,0.2106,7,0x01,6
46:54.4,-0.05,-0.202,0.017,0.2088,7,0x01,6
46:54.5,-0.043,-0.203,0.027,0.2093,7,0x01,6
46:54.6,-0.046,-0.197,0.025,0.2038,7,0x01,6
46:54.7,-0.052,-0.195,0.022,0.203,7,0x01,6
46:54.8,-0.045,-0.2,0.017,0.2057,7,0x01,6
46:54.9,-0.046,-0.199,0.017,0.205,7,0x01,6
7/30/2015 17:46,-0.045,-0.203,0.022,0.2091,7,0x01,2
46:55.1,-0.043,-0.202,0.031,0.2088,7,0x01,2
46:55.2,-0.047,-0.202,0.017,0.2081,7,0x01,2
46:55.3,-0.057,-0.204,0.006,0.2119,7,0x01,2
46:55.4,-0.053,-0.203,0.012,0.2101,7,0x01,2
46:55.5,-0.052,-0.205,0.013,0.2119,7,0x01,2
46:55.6,-0.056,-0.199,0.01,0.207,7,0x01,2
46:55.7,-0.054,-0.204,0.005,0.2111,7,0x01,2
46:55.8,-0.051,-0.204,0.015,0.2108,7,0x01,2
46:55.9,-0.045,-0.209,0.017,0.2145,7,0x01,2
46:56.0,-0.037,-0.209,0.042,0.2164,7,0x01,2
46:56.1,-0.039,-0.201,0.06,0.2134,7,0x01,2
46:56.2,-0.043,-0.209,0.033,0.2159,8,0x01,2
46:56.3,-0.053,-0.203,0.031,0.2121,8,0x01,2
46:56.4,-0.051,-0.201,0.027,0.2091,8,0x01,2
46:56.5,-0.052,-0.201,0.025,0.2091,8,0x01,2
46:56.6,-0.053,-0.199,0.029,0.208,8,0x01,2
46:56.7,-0.049,-0.2,0.034,0.2087,8,0x01,2
46:56.8,-0.057,-0.198,0.023,0.2073,8,0x01,2
46:56.9,-0.057,-0.196,0.027,0.2059,8,0x01,2
46:57.0,-0.05,-0.205,0.031,0.2133,8,0x01,2
46:57.1,-0.046,-0.205,0.039,0.2137,8,0x01,1
46:57.2,-0.053,-0.199,0.019,0.2068,8,0x01,1
46:57.3,-0.054,-0.202,0.013,0.2095,8,0x01,1
46:57.4,-0.048,-0.204,0.024,0.2109,8,0x01,1
46:57.5,-0.058,-0.199,0.024,0.2087,8,0x01,1
46:57.6,-0.06,-0.201,0.021,0.2108,8,0x01,1
46:57.7,-0.06,-0.2,0.022,0.21,8,0x01,1
46:57.8,-0.049,-0.197,0.035,0.206,8,0x01,1
46:57.9,-0.05,-0.203,0.02,0.21,8,0x01,1
46:58.0,-0.05,-0.206,0.018,0.2127,8,0x01,1
46:58.1,-0.047,-0.204,0.021,0.2104,8,0x01,1
46:58.2,-0.05,-0.2,0.044,0.2108,8,0x01,1
46:58.3,-0.048,-0.196,0.039,0.2055,8,0x01,1
46:58.4,-0.05,-0.194,0.029,0.2024,8,0x01,1
46:58.5,-0.054,-0.194,0.045,0.2063,8,0x01,1
46:58.6,-0.049,-0.196,0.048,0.2077,8,0x01,1
46:58.7,-0.046,-0.202,0.036,0.2103,8,0x01,1
46:58.8,-0.047,-0.201,0.047,0.2117,8,0x01,1
46:58.9,-0.047,-0.205,0.035,0.2132,8,0x01,1
46:59.0,-0.043,-0.198,0.061,0.2116,8,0x01,1
46:59.1,-0.048,-0.198,0.044,0.2084,8,0x01,1
46:59.2,-0.045,-0.202,0.027,0.2087,8,0x01,1
46:59.3,-0.05,-0.2,0.009,0.2064,8,0x01,1
46:59.4,-0.05,-0.201,0.011,0.2074,8,0x01,1
46:59.5,-0.051,-0.201,0.004,0.2074,8,0x01,1
46:59.6,-0.05,-0.199,0.027,0.207,7,0x01,1
46:59.7,-0.054,-0.205,0.002,0.212,7,0x01,1
46:59.8,-0.054,-0.202,0.009,0.2093,7,0x01,1
46:59.9,-0.051,-0.204,0.003,0.2103,7,0x01,1
7/30/2015 17:47,-0.05,-0.208,0.003,0.2139,7,0x01,1
47:00.1,-0.045,-0.208,0.024,0.2142,7,0x01,3
47:00.2,-0.044,-0.206,0.014,0.2111,7,0x01,3
47:00.3,-0.049,-0.205,0.026,0.2124,7,0x01,3
47:00.4,-0.055,-0.204,0.016,0.2119,7,0x01,3
47:00.5,-0.059,-0.208,-0.002,0.2162,7,0x01,3
47:00.6,-0.056,-0.204,0.005,0.2116,7,0x01,3
47:00.7,-0.048,-0.21,0.014,0.2159,7,0x01,3
47:00.8,-0.052,-0.207,0.007,0.2135,7,0x01,3
47:00.9,-0.05,-0.209,0.011,0.2152,7,0x01,3
47:01.0,-0.052,-0.204,0.007,0.2106,7,0x01,3
47:01.1,-0.049,-0.209,0.011,0.2149,7,0x01,1
47:01.2,-0.048,-0.209,0.011,0.2147,7,0x01,1
47:01.3,-0.052,-0.206,0.01,0.2127,7,0x01,1
47:01.4,-0.05,-0.204,0.008,0.2102,7,0x01,1
47:01.5,-0.055,-0.203,0,0.2103,7,0x01,1
47:01.6,-0.047,-0.206,0.017,0.212,7,0x01,1
47:01.9,-0.057,-0.197,0.007,0.2052,7,0x01,1
7/30/2015 17:47,-0.049,-0.196,0.022,0.2032,7,0x01,1
47:02.1,-0.048,-0.198,0.036,0.2069,7,0x01,1
47:02.2,-0.053,-0.199,0.016,0.2066,7,0x01,1
47:02.3,-0.067,-0.201,-0.002,0.2119,7,0x01,1
47:02.4,-0.062,-0.202,-0.002,0.2113,7,0x01,1
47:02.5,-0.058,-0.202,-0.002,0.2102,7,0x01,1
47:02.6,-0.054,-0.207,0,0.2139,7,0x01,1
47:02.7,-0.054,-0.206,0.003,0.213,7,0x01,1
47:02.8,-0.051,-0.204,0.012,0.2106,7,0x01,1
47:02.9,-0.051,-0.204,0.02,0.2112,7,0x01,1
